,id,title,extract
1357,415096,Jean-Claude Drouot,Jean-Claude Drouot est un acteur belge né à Deux-Acren  (Lessines) le 17 décembre 1938.
1358,415139,Winnie Mandela,"Winnie Mandela (de son nom de naissance Nomzamo Winifred Zanyiwe Madikizela), née le 26 septembre 1936 et morte le 2 avril 2018, est une femme politique sud-africaine, membre et militante de l'ANC, présidente de la ligue des femmes de l'ANC (1993-1997), députée et vice-ministre des Arts, de la Culture, de la Science et des Technologies ( 1994-1995) dans le gouvernement Mandela. 
Deuxième épouse de Nelson Mandela (1957 à 1996) et mère de ses deux filles, Zenani et Zindzi, elle fut une militante active dans la lutte contre l'apartheid, en particulier durant les années d'incarcération de son mari et des chefs de l'ANC (emprisonnés à Robben Island) quand ces derniers n'étaient pas en exil (Oliver Tambo à Londres). À ce titre, elle fut régulièrement harcelée par les services secrets sud-africains, maintes fois arrêtée, détenue ou assignée à résidence.
Séparée de fait de son mari dès 1992, elle n'exerce pas le rôle de Première dame d'Afrique du Sud quand Nelson Mandela devient président d'Afrique du Sud en 1994, rôle qui est alors attribué à l'une de ses filles puis à Graça Machel que Nelson Mandela épouse en 1998 après avoir divorcé de Winnie deux ans plus tôt.
En raison de ses discours radicaux, de son comportement ou de ses reproches à Nelson Mandela pour avoir, selon elle, trop cédé aux Blancs sud-africains, Winnie Mandela est une « icône controversée » qui a fait l'objet de vives polémiques, y compris au sein de l'ANC, tout en lui attirant la sympathie d'une partie des catégories les moins aisées de la population sud-africaine,  ,."
1359,415661,Maladie des exostoses multiples,"La maladie des exostoses multiples est une maladie génétique caractérisée par la croissance de nombreuses tuméfactions osseuses (exostoses ou ostéochondromes) au niveau des métaphyses des os longs (surtout dans la région du genou, des épaules, des chevilles et des poignets). 1 personne sur 20 000 est touchée par cette maladie."
1360,416323,Aéroport de Biarritz-Pays basque,"L'aéroport de Biarritz Pays Basque (code AITA : BIQ • code OACI : LFBZ) est un aéroport français situé sur les communes d'Anglet (75 %) et de Biarritz (25 %) dans le département des Pyrénées-Atlantiques et la région Nouvelle-Aquitaine, dont la création date des années 1950. L'aérogare, la tour de contrôle, le hangar Dassault Aviation, et les aéro-clubs sont situés sur le territoire angloy, seule l'extrémité ouest de la piste est située sur le territoire biarrot. Cet aéroport est l'un des rares en France à être situé au cœur d'une agglomération (les usagers peuvent donc rapidement se connecter aux centres urbains)."
1361,417629,Canadiens français,"Le terme Canadien français ou Canadien-français (French Canadian), désigne les Canadiens d'origine française. Ils forment un groupe ethnique dont la plupart des ancêtres sont des colons qui sont arrivés dans la colonie de Nouvelle-France aux XVIIe et XVIIIe siècles. Avec les Acadiens, Brayons, Cadiens, Créoles louisianais et Métis, ils composent ainsi le groupe intégral dont les origines remontent à l'Amérique française,,,. Ils font partie des communautés fondatrices du Canada et forment l'un des plus grands groupes ethniques du pays avec les Anglo-Canadiens, les Scotto-Canadiens, les Irlando-Canadiens et les Germano-Canadiens. Les Canadiens-français forment l'ethnie majoritaire au Québec.
L'expression « Canadien français » fait son apparition après la conquête de la Nouvelle-France par les Britanniques. Auparavant, ce peuple, essentiellement localisé au Québec, mais aussi dans l'Ouest canadien et dans les maritimes, se nommait lui-même « canadien » (en français et sans ajout). Les Acadiens et les Métis ont aussi été associés au terme « Canadien français » dans le sens originel de French Canadian.
Le terme concerne principalement les habitants francophones du Québec jusqu'à la révolution tranquille. Ensuite, le terme Québécois prend sa place, dans un contexte de montée du nationalisme québécois et du mouvement pour l'indépendance du Québec."
1362,417804,Insomniac Games,"Insomniac Games est une société américaine de développement de jeu vidéo fondée en 1994 et basée à Burbank en Californie. L'entreprise est notamment créatrice des franchises Spyro the Dragon, Ratchet and Clank et Resistance."
1363,419428,Golfe,"Un golfe (italien golfo, grec kolpos, pli) est une partie de mer ou de lac avancée dans les terres. Parfois le mot « golfe » désigne une étendue d'eau plus grande qu'une baie ou qu'une rade. Parfois, il désigne une mer intérieure. Mais le plus souvent il désigne une mer bordière.
Exemples de golfes maritimes :"
1364,420539,Reichsmark,"Le reichsmark (abréviation RM, symbole : ℛℳ ; en allemand Reichsmark, « mark du Reich ») fut de 1924 à 1948 l'unité monétaire officielle de la République de Weimar (1924-1933), du Troisième Reich (1933-1945) puis de l'Allemagne occupée par les forces alliées (1945-1948)."
1365,421131,Real Club Deportivo Majorque,"Le RCD Majorque (Real Club Deportivo Mallorca, SAD en espagnol) est un club espagnol de football fondé en 1916 et basé à Palma dans les Îles Baléares. Le club joue ses matchs à domicile au Stade de Son Moix et évolue en Liga."
1366,421188,Casting,"Dans le domaine des arts du spectacle, le casting ou audition est l'étape qui permet de choisir une équipe d'acteurs, danseurs, chanteurs, techniciens, etc. en vue d'une production théâtrale ou cinématographique.
Par métonymie, le casting peut également désigner l'ensemble des acteurs ayant obtenu un rôle dans un film ; le terme équivalent en français est distribution."
1367,422219,Fotbal Club CFR 1907 Cluj,Le CFR 1907 Cluj est un club de football roumain basé à Cluj-Napoca.
1368,422295,Ace Attorney,"Ace Attorney (逆転裁判, Gyakuten Saiban) est une série de visual novels développée et éditée par Capcom. Le premier épisode, Phoenix Wright: Ace Attorney, est commercialisé en 2001 sur Game Boy Advance. Les épisodes mettent en scène l'aventure de Phoenix Wright, jeune avocat prometteur, ainsi que ses associés Apollo Justice ou Athena Cykes. Une série dérivée prenant pour vedette le rival de Phoenix, Benjamin Hunter, est sortie sous le nom Ace Attorney: Investigations.
La série a été réalisé par l'écrivain Shu Takumi, qui sera à la tête des quatre premiers jeux de la série principale, avant de passer la main à Takeshi Yamasaki, à partir de Phoenix Wright: Ace Attorney - Dual Destinies. Takumi aidera néammoins à la réalisation du spin-off Dai Gyakuten Saiban, et du crossover Professeur Layton vs. Phoenix Wright: Ace Attorney."
1369,422485,Jean-François Larios,"Jean-François Larios est un footballeur international français, né le 27 août 1956 à Sidi-Bel-Abbès, en Algérie. Il joue au poste de milieu de terrain du début des années 1970 à la fin des années 1980.
Formé à l'AS Saint-Étienne, il remporte avec les « Verts » trois championnats de France en 1975, 1976 et 1981 et sous les couleurs bastiaises, dispute, en 1978, la finale de la coupe de l'UEFA.
Il compte 17 sélections en équipe de France pour 5 buts marqués et termine sous le maillot bleu 4e de la coupe du monde 1982."
1370,422579,Chimú,"La civilisation chimú fut une importante civilisation précolombienne pendant plusieurs siècles, de 1000 à 1470."
1371,423096,Real Valladolid,Le Real Valladolid (Real Valladolid Club de Fútbol en espagnol) est un club espagnol de football basé à Valladolid. Le club évolue en Liga depuis 2018.
1372,423138,SWAT,"SWAT peut désigner :

Special Weapons And Tactics : le nom d'unités de police d'élite aux États-Unis
titre anglais de la série américaine Section 4 datant de 1975 ;
S.W.A.T. : série télévisée de 2017, reprise de la série ci-dessus ;
S.W.A.T. unité d'élite : un film de Clark Johnson sorti en 2003 ;
S.W.A.T. 2 : Firefight : la suite, de Benny Boom, sortie en 2011 ;
Samba Web Administration Tool, en informatique, était une interface web pour paramétrer le partage de fichiers et d'imprimantes (supprimée à partir de la version Samba 4.1) ;
Swat, un district du Pakistan ;
Swat, une rivière du Pakistan et sa vallée.
SWAT, un jeu vidéo de Sega sorti sur System 1 en 1984 ;
SWAT, une série de jeux vidéo.Les S.W.A.T On des Armes automatiques"
1373,423678,Club Atlético Osasuna,"Le Club Atlético Osasuna, plus couramment nommé le CA Osasuna, est un club de football espagnol basé à Pampelune en Navarre."
1374,423682,Anisakis,"Anisakis est un genre de nématodes parasites, qui au cours de leur vie passent par des poissons et des mammifères marins. Ils peuvent infecter les êtres humains et provoquent l'anisakiase. La consommation de poisson cru infecté par Anisakis spp. peut provoquer une réaction allergique chez les personnes préalablement sensibilisées par un autre contact, dont l’organisme produit donc des immunoglobulines E (IgE) spécifiques, avec parfois (comme toute réaction allergique) un choc anaphylactique ."
1375,424028,Hervé Renard,"Hervé Renard, né le 30 septembre 1968 à Aix-les-Bains (Savoie), est un footballeur français devenu entraîneur. Il est actuellement le sélectionneur de l'équipe d'Arabie saoudite.
Il a remporté deux Coupes d'Afrique des nations avec la Zambie en 2012 et avec la Côte d'Ivoire en 2015, devenant ainsi le premier entraîneur à remporter deux Coupes d'Afrique avec deux sélections différentes.
Il dispute la Coupe du monde 2018 en tant que sélectionneur du Maroc."
1376,424042,Vigo (Espagne),"Vigo est une ville industrielle de la province de Pontevedra, dans la communauté autonome de Galice, en Espagne. C'est la commune la plus peuplée de Galice avec 293 642 habitants en 2018 d'après l'INE (Institut National de la Statistique d'Espagne). La commune a un nombre élevé de population rurale n'habitant pas dans la ville elle-même. En effet, la ville en elle-même est la deuxième de la communauté autonome par sa population après La Corogne (198 537 habitants contre 213 418 habitants).
Elle est située au bord de l'océan Atlantique et occupe le premier rang des ports de pêche européens. L'Union européenne, ayant institué en avril 2005 l'Agence communautaire de contrôle des pêches, a choisi Vigo pour en abriter le siège."
1377,424384,Insurrection royaliste du 13 vendémiaire an IV,L'insurrection royaliste du 13 vendémiaire an IV est une tentative de coup de force menée par les royalistes à Paris le 5 octobre 1795.
1378,425726,Vissel Kobe,"Le Vissel Kobe (ヴィッセル神戸) est un club japonais de football basé à Kobe, capitale de la préfecture de Hyōgo."
1379,425933,Route nationale 85 (France),"La route nationale 85, ou RN 85, est une route nationale française reliant en 2015 Le Pont-de-Claix sur l'autoroute A480 à La Saulce via Gap et Aubignosc à Barrême via Digne-les-Bains.
Par le passé, elle commençait à Bourgoin-Jallieu, en se détachant de la RN 6, pour se terminer sur la Côte d'Azur, d'abord à Cagnes-sur-Mer, puis à Golfe-Juan.
Entre Grenoble et Vallauris, elle suit une partie du trajet qu'emprunta Napoléon Ier à son retour de l'île d'Elbe, au début des Cent-Jours. La RN 85 constitue une partie de la route Napoléon."
1380,426305,Famille Poniatowski,La famille Poniatowski est une famille de la noblesse polonaise.
1381,428209,Jean de Sainte-Colombe,"Jean de Sainte-Colombe, ou Monsieur de Sainte-Colombe, est un compositeur et joueur de viole français réputé, né vers 1640 et mort vers 1700.
On le désigne comme Jean de Sainte-Colombe le père, car on lui connaît un fils, dit Sainte-Colombe le fils (environ 1660-1720), violiste et compositeur également, dont on a retrouvé la trace près de Durham en Angleterre.
La famille serait originaire du Sud-Ouest de la France."
1382,431886,Darko Miličić,"Darko Miličić, né le 20 juin 1985 à Novi Sad, est un joueur de basket-ball serbe, évoluant au poste de pivot."
1383,432281,Hervé Revelli,"Hervé Revelli, né le 5 mai 1946 à Verdun dans la Meuse, est un footballeur international puis entraîneur français. Il évolue au poste d'attaquant du milieu des années 1960 au début des années 1980. 
Formé à l'AS Saint-Étienne, il remporte avec ce club sept titres de champion de France et quatre coupes de France. Finaliste de la Coupe des clubs champions européens en 1976, il est le meilleur buteur de toute l'histoire de l'ASSE avec cent soixante-quinze buts inscrits en championnat. Durant sa carrière, il évolue également à l'OGC Nice puis au CS Chênois et termine son parcours de joueur professionnel à La Berrichonne de Châteauroux.
Devenu entraîneur, il dirige notamment des équipes de divisions inférieures françaises, de nombreuses équipes du Maghreb et la sélection béninoise. 
Il compte trente sélections en équipe de France de 1966 à 1975 pour quinze buts marqués mais ne dispute aucune compétition internationale avec les « Bleus ». Il est le frère aîné de Patrick Revelli."
1384,432831,Emmanuel Adebayor,"Sheyi Emmanuel Adebayor, né le 26 février 1984 à Lomé (Togo), est un footballeur international togolais qui évolue au poste d'attaquant au Kayserispor."
1385,432840,Bataille de la Marne (1914),"La première bataille de la Marne, souvent identifiée comme « la bataille de la Marne » a eu lieu lors de la Première Guerre mondiale, du 5 septembre au 12 septembre 1914  entre d'une part l'armée allemande et d'autre part l'armée française et le corps expéditionnaire britannique.
Les combats se déroulent le long d'un arc-de-cercle de 225 km à travers la Brie, la Champagne et l'Argonne, limités à l'ouest par le camp retranché de Paris et à l'est par la place fortifiée de Verdun. Ce champ de bataille est subdivisé en plusieurs batailles plus restreintes : à l'ouest les batailles de l'Ourcq et des deux Morins, au centre les batailles des marais de Saint-Gond et de Vitry, et à l'est la bataille de Revigny. La bataille donne lieu à un célèbre épisode : celui des « taxis de la Marne ». 
Au cours de cette bataille décisive, les troupes franco-britanniques arrêtent puis repoussent les Allemands, mettant ainsi en échec le plan Schlieffen (revu par Moltke) qui prévoyait l'invasion rapide de la France en passant par la Belgique, pour éviter les fortifications françaises et ensuite rapatrier le gros des troupes sur le front de l'Est. La retraite allemande se termine sur la rive droite de l'Aisne dès le 14 septembre, ce qui déclenche la bataille de l'Aisne."
1386,433993,Philippe Grimbert,"Philippe Grimbert, né à Paris en 1948, est un écrivain et psychologue français."
1387,434106,Christian Synaeghel,"Christian Synaeghel est un footballeur international français né le 28 janvier 1951 à Leffrinckoucke dans le Nord. Il joue au poste de milieu de terrain du début des années 1970 au début des années 1980.
Formé à l'AS Saint-Étienne où il est surnommé « le ch'ti », il remporte avec les « Verts »  trois championnats de France en 1974, 1975, et 1976 et deux coupes de France en 1974 et 1975. Il termine ensuite sa carrière professionnelle au FC Metz.
Il compte 5 sélections en équipe de France entre 1974 et 1977."
1388,434115,Christian Lopez,"Christian Lopez, né le 15 mars 1953 à Aïn Témouchent en Algérie, est un footballeur (libéro) français. Joueur de l'équipe de France et de l'AS Saint-Étienne, il était célèbre pour ses tacles et son jeu de tête."
1389,434475,Country Joe and the Fish,"Country Joe and the Fish est un groupe de rock/folk/psychédélique américain. Il est connu pour son engagement contre la Guerre du Viêtnam et sa prestation au festival de Woodstock. Le groupe est formé par Country Joe McDonald au chant et Barry Melton (The Fish), à la guitare. Il est un groupe emblématique du San Francisco Sound.
Le nom du groupe lui-même annonce une certaine politisation : Country Joe était le surnom de Joseph Staline pendant la Seconde Guerre mondiale, The Fish ferait référence à une citation de Mao Zedong (« L'armée doit être dans le peuple comme un poisson dans l'eau »)."
1390,435776,Tyrone Power,"Tyrone Edmund Power, Jr. (5 mai 1914 - 15 novembre 1958), connu couramment sous le nom de Tyrone Power, est un acteur américain qui est apparu dans des dizaines de films dans les années 1930 à 1950, souvent comme un protagoniste avec un côté obscur."
1391,435902,Exécution de Maximilien de Robespierre,"Aussitôt après sa chute, le 9 thermidor de l’an II (27 juillet 1794), Maximilien de Robespierre, décrété hors la loi, est exécuté sans procès le 10 thermidor (28 juillet). Il est amené en charrette sur la place de la Révolution (ancien nom de la place de la Concorde) en compagnie de 21 de ses partisans, dont son frère et Saint-Just, pour y être guillotiné.
71 personnes de plus seront exécutées le lendemain, essentiellement des membres de la Commune insurrectionnelle de Paris, 12 le surlendemain."
1392,436596,Ushuaïa,"Ushuaïa ou  Ushuaia (prononcé en espagnol : /u.ˈswa.ʝa/) est la capitale de la province de Terre de Feu, Antarctique et Îles de l'Atlantique Sud, la plus méridionale de l'Argentine. Située dans le sud de la grande île de la Terre de Feu en bordure de la baie éponyme, à proximité du canal Beagle et au sud-ouest de la province, dans le département d'Ushuaïa, la ville est considérée comme étant la plus australe du monde.
Ushuaïa a une superficie de 9 390 km2 et comptait 56 825 habitants en 2010. Elle dispose d’un port en eaux profondes qui est l’un des plus proches de l’Antarctique et est entourée par les monts Martial et Olivia et leurs vallées."
1393,437003,Lazard,"Lazard est un groupe mondial de conseil financier et de gestion d’actifs. Entreprise franco-américaine à sa création en 1848, Lazard est aujourd’hui cotée à la bourse de New York et est présente dans 43 villes dans 27 pays. Lazard exerce ses activités à travers le monde que ce soit en Amérique du Nord et du Sud, en Europe, en Asie, en Australie et en Afrique.
Contrairement à de nombreux groupes bancaires dont l’activité de banque d’affaires est accessoire, Lazard se concentre sur son activité de conseil financier (conseil stratégique, fusions-acquisitions, restructuration, marchés de capitaux, structures de bilan, levées de fonds…), ainsi que de gestion d’actifs pour des clients institutionnels, entreprises ou particuliers."
1394,438838,Vitória Sport Clube,"Le Vitória Guimarães, dont le nom officiel est Vitória Sport Clube, est un club portugais omnisports basé à Guimarães comprenant notamment une section football. Cet article ne traite que de la section football du club. 
Le club de football du Vitória Guimarães évolue dans le championnat portugais de première division."
1395,440200,Aquaculture,"L’aquaculture (ou halieuculture, ou aquiculture, terme en usage au début du XXe siècle et préconisé par l’Académie française) est le terme générique qui désigne toutes les activités de production animale ou végétale en milieu aquatique. L'aquaculture se pratique dans des rivières ou dans des étangs, en bord de mer. On parle dans ce cas de « cultures marines » ou mariculture).
Certains systèmes de récifs artificiels ou dispositifs attracteurs et de concentration (DCP, éventuellement associés à des élevages extensifs in situ (« sea ranching ») peuvent être assimilés à de l'aquaculture, dès lors qu'il y a offre directe en nourriture ou en support (indirectement produite à partir de remontée d'eau chargée en minéraux par exemple).
Elle concerne notamment les productions de poissons (pisciculture), de coquillages (conchyliculture), de crustacés (astaciculture et pénéiculture), de coraux (coraliculture) ou encore d'algues (algoculture).
L'aquaculture est l'une des réponses apportées à la surpêche et aux besoins croissants de poisson. En 2008, elle fournissait dans le monde 76,4 % des poissons d'eau douce, 68,2 % des poissons diadromes, 64,1 % des mollusques, 46,4 % des crustacés et 2,6 % des poissons d'eau de mer consommés par l'homme.
Elle est parfois utilisée pour d'autres motifs que la consommation alimentaire, par exemple en Europe via de nombreuses « stations piscicoles » construites de 1850 à 1870, dans les Alpes notamment pour fournir du poisson de réempoissonnement (ou repeuplement) de rivière ou d'étangs de pêche, pour la pêche de loisir, les concours de pêche (avec des risques de pollution génétique ou de diffusion de pathogènes)… ou au Japon pour réintroduire dans l'environnement les crevettes ou des ormeaux là où ces animaux ont été surexploités ou ont disparu pour d'autres causes (pollution, etc.)."
1396,440787,Georges Guingouin,"Georges Guingouin, né le 2 février 1913 à Magnac-Laval en Haute-Vienne et mort le 27 octobre 2005 à Troyes, est un résistant et un homme politique français.
Militant jusqu'en 1952 du Parti communiste français (PCF), il joue un rôle de premier plan dans la Résistance, se fait appeler « Raoul » en étant à la tête des maquis de la montagne limousine (il est surnommé « lou Grand » et le « Préfet du Maquis »).
Après la Libération, il est l'objet de luttes de pouvoir au sein du Parti communiste et est mis injustement en cause par des personnalités qui avaient collaboré avec le régime de Vichy pendant la guerre, pour de présumées exactions commises sous son autorité durant l'« épuration sauvage » de 1944. Cette affaire entraînera la fin de sa carrière politique puis son éviction du PCF. Un temps emprisonné, il sera finalement blanchi en 1959."
1397,442489,Fabienne Carat,"Fabienne Carat, née le 24 août 1979 à Pau,, est une actrice et  chanteuse française. Elle est notamment connue pour son rôle dans la série Plus belle la vie, dans laquelle elle interprète le rôle de Samia Nassri depuis juillet 2005, mais aussi pour son woman-show L'amour est dans le prêt, qui obtient d'excellentes critiques,.
En 2011, elle publie son 1er album intitulé Darkpink, suivi en 2019 d'un single Wake Up."
1398,443727,.com,"Domaine de premier niveau (TLD) du système de noms de domaines Internet, le nom de domaine .com correspond à l’abréviation de « commercial ». Il s’appliquait à l’origine aux domaines enregistrés par des entités commerciales. Cette distinction a par la suite disparu lorsque l’enregistrement des domaines .com, .org et .net fut ouvert à tous, sans restrictions.
Initialement administré par le ministère de la Défense américain, le domaine .com est aujourd’hui exploité par Verisign mais relève toujours de la compétence juridictionnelle du droit américain,,. Les enregistrements en .com auprès de Verisign sont traités par des registraires — ou bureaux d’enregistrement — accrédités par l’ICANN (Internet Corporation for Assigned Names and Numbers). Le registre accepte les noms de domaines internationalisés.
Créé en janvier 1985 parallèlement aux domaines .edu, .gov, .mil, .net, .org et .arpa, le domaine .com figure parmi les premiers TLD du système de noms de domaines. Depuis, .com est devenu le domaine de premier niveau le plus répandu."
1399,444586,Tom Novembre,"Tom Novembre, nom de scène de  Jean-Thomas Couture, est un chanteur et acteur français né le 8 novembre 1959 à Nancy. Il est le frère cadet de l'artiste Charlélie Couture."
1400,445096,Liane de Pougy,"Anne-Marie Chassaigne, dite Liane de Pougy, épouse d’Armand Pourpe puis, par son second mariage, princesse Ghika, est une danseuse et courtisane de la Belle Époque, née à La Flèche (Sarthe, France) le 2 juillet 1869 et morte à Lausanne (canton de Vaud, Suisse) le 26 décembre 1950."
1401,446235,Alfred Kinsey,"Alfred Charles Kinsey (23 juin 1894 - 25 août 1956) est un professeur d'entomologie et de zoologie, célèbre pour avoir publié deux importantes études descriptives sur le comportement sexuel de l'homme et de la femme : Sexual Behavior in the Human Male (1948) et Sexual Behavior in the Human Female (1953). 
Ces publications ont provoqué un certain émoi dans la communauté scientifique mais aussi auprès du grand public : devenus des succès de librairie, ces deux études révélaient par exemple les pratiques assez communes de la masturbation, de rapports sexuels avant le mariage et extraconjugaux et d'expériences homosexuelles. 
En 1947, il a fondé au sein de l'université de l'Indiana à Bloomington, un Institute for Sex Research (« Institut pour la recherche sur le sexe »), rebaptisé plus tard Kinsey Institute for Research in Sex, Gender and Reproduction (appelé couramment Kinsey Institute). L’Institute for Sex Research est à ce jour le seul institut de recherche spécialisé dans l'étude de la sexualité humaine dans le monde anglo-saxon et l'un des rares au monde parmi la quinzaine d'actives. Dans le milieu germanophone, c'est l’Institut pour la recherche sexuelle de Magnus Hirschfeld à l'université de Berlin qui sera le premier fondée en 1919. Dans le milieu francophone, c'est l'Université du Québec à Montréal qui fondera un département de sexologie indépendant en 1969, auquel sont greffés deux chaires de recherches actives. 
Kinsey est considéré comme un pionnier de la sexologie, mais également comme un précurseur de la révolution sexuelle des années 1960-1970. Les rapports et travaux de Kinsey ont ouvert la voie à ceux de William Masters et Virginia Johnson ainsi qu'à toute la sexologie clinique.
Ses travaux ont suscité maintes controverses tant scientifiques que non scientifiques. On lui a principalement reproché ses motivations personnelles à promouvoir son objet d'étude et la médiocre représentativité de l'échantillon de population étudié par son institut."
1402,446534,Sam Shepard,"Samuel Shepard Rogers III (dit Sam Shepard) est un écrivain, dramaturge, acteur, metteur en scène, scénariste, réalisateur et producteur américain, né le 5 novembre 1943 à Fort Sheridan (Illinois) et mort le 30 juillet 2017 à Midway (Kentucky), dont la carrière a couvert plus d'un demi-siècle.
Auteur de 44 pièces, de plusieurs essais, mémoires, romans et recueils de nouvelles, le nombre de récompenses et nominations reçues par Shepard au cours de son existence approche la cinquantaine, dont le prestigieux Prix Pulitzer en 1979 pour sa pièce L'Enfant enfoui et, en 2009, le PEN/Laura Pels International Foundation for Theater Award décerné par le PEN Club international pour son apport considérable au théâtre américain. En tant qu'acteur, il fut également nommé à l'Oscar du meilleur acteur dans un second rôle en 1983 pour son interprétation de l'aviateur américain Chuck Yeager dans L'Étoffe des héros.
Les pièces de Shepard sont surtout connues pour leurs éléments sombres, poétiques et souvent surréalistes et pour leurs personnages déracinés vivant à la périphérie de la société américaine,."
1403,447848,Vélomobile,"Un ou une vélomobile est un cycle protégé par une carrosserie aérodynamique.
La carrosserie a pour but de protéger contre les intempéries et, le plus souvent, d'obtenir un substantiel gain aérodynamique. Elle peut aussi protéger en cas de chute ou de collision. En contrepartie, elle représente un poids qui pénalise les montées. Généralement rigide, elle est soit complète, soit ouverte dans la partie supérieure.
Pour des raisons d'équilibre et pour diminuer la surface frontale, les vélomobiles sont généralement bâtis sur le principe du tricycle couché : le cycliste est assis bas, sur un siège muni d'un dossier incliné en arrière, et le pédalier est en avant.
Le vélomobile peut être pourvu d'une assistance au pédalage."
1404,448369,Sauce béarnaise,"La sauce béarnaise, ou la béarnaise, est une sauce émulsifiée chaude à base de beurre clarifié, de jaune d'œuf, d'échalote, d'estragon et de cerfeuil, servie pour relever les viandes. C'est une variante de la sauce hollandaise."
1405,449309,Laurent Paganelli,"Laurent Paganelli, né le 20 octobre 1962 à Aubenas, est un footballeur français reconverti comme consultant télé pour Canal+."
1406,450306,Dinamo Zagreb,"Le GNK Dinamo Zagreb est un club croate de football situé à Zagreb.
Il est domicilié  au Stade Maksimir de Zagreb. Son directeur est Mirko Barišić, sa mascotte est le lion Maksi.
Durant la saison 2006/2007, le club de la capitale croate battit tous les records en remportant le championnat avec 92 points sur 99 possibles.
Seul club croate ayant remporté une compétition européenne (en 1967), il mène à chaque saison un « Eternel Derby » (Vječni derbi) avec ses rivaux du Hajduk de Split pour le titre de champion national, dont il est aujourd'hui le détenteur. Il a obtenu 24 fois le titre de champion national et 22 fois la Coupe nationale (Croatie et Yougoslvaie confondus).
Les joueurs du Dinamo ont pour surnoms les « Bleus de Zagreb » (Zagrebački plavi), les « Bleus » (Modri), les « Lions bleus » (Plavi lavovi) et « Ceux de Zagreb » (Purgeri).
On compte  qu'un tiers des habitants  de Zagreb  sont des supporters du Dinamo ;  les plus convaincus  s'appellent les Bad Blue Boys, nom inspiré par le film Bad Boys de 1983 (« Les mauvais garçons »), avec Sean Penn dans le rôle principal.

"
1407,450790,Jean-Paul Delevoye,"Jean-Paul Delevoye, né le 22 janvier 1947 à Bapaume (Pas-de-Calais), est un homme politique français.
Il est successivement membre du RPR, de l'UMP et de La République en marche. Ancien parlementaire, ministre, médiateur de la République, il a été maire de Bapaume et président de la Communauté de communes du Sud-Artois jusqu'en 2014. De 2010 à 2015, il préside le Conseil économique, social et environnemental. Le 14 septembre 2017, il est désigné Haut-commissaire à la réforme des retraites auprès de la ministre des Solidarités et de la Santé Agnès Buzyn. Deux ans plus tard, le 3 septembre 2019, il entre au gouvernement d'Édouard Philippe en tant que Haut-commissaire aux retraites.

"
1408,450902,Patrick Revelli,"Patrick Revelli, né le 22 juin 1951 à Mimet, est un footballeur français aujourd'hui responsable commercial de l'AS Saint-Étienne."
1409,451404,République monastique du Mont-Athos,"La République monastique du Mont-Athos (en grec moderne : Αυτόνομη Μοναστική Πολιτεία Αγίου Όρους, Autónomi Monastikí Politeía Agíou Órous, littéralement « État monastique autonome de la Sainte-Montagne ») est une région du nord de la Grèce autour du mont Athos, sur la péninsule de l'Aktè, en Chalcidique, bénéficiant d'un statut d'autonomie comparable aux périphéries (régions administratives grecques).
Elle réunit vingt monastères et les différents villages et maisons qui en dépendent. Ils abritent environ 2 000 moines orthodoxes grecs, bulgares, roumains, russes, serbes et autres, qui mènent une vie de réclusion, d'introspection et de prière, dans un paysage accroché à la montagne, parfois surnommé le « Tibet chrétien ».
Les vingt monastères sont stavropégiaques, c'est-à-dire exempts : ils échappent à l'autorité de l'évêque local et sont placés directement sous la seule responsabilité épiscopale de l'archevêque de Constantinople et patriarche œcuménique. Sur le plan politique et administratif, c’est le ministère des Affaires étrangères grec qui gère, au nom de la République hellénique, les questions relatives à la presqu’île, territoire grec, mais où s’appliquent des lois différentes, compatibles avec l’Abaton : cette différence est constitutionnellement garantie. L’icône de la Mère de Dieu dite Axion estin qui siège habituellement derrière l’autel du Protaton de Karyès, en tant qu’higoumène de toute la Sainte Montagne, effectue occasionnellement des visites dans les grandes villes grecques où elle reçoit des honneurs comparables à ceux qu'on réserve à un chef d’État.
Depuis 1990, la République monastique du Mont-Athos a connu un renouveau spirituel grâce à un afflux régulier de jeunes gens, souvent diplômés et originaires de l’ex-bloc soviétique, qui a accru de façon spectaculaire le nombre de moines et de novices. Initialement, onze monastères suivaient la même règle de Saint Sabbas commune au monachisme orthodoxe (monastères cénobitiques) ; dans neuf autres, les moines formulaient et suivaient chacun leurs propres règles (monastères idiorythmiques). Entre 1970 et 1990, tous les monastères adoptèrent finalement un fonctionnement communautaire cénobitique.
L’accès de « toute créature femelle » est strictement interdit, afin de ne pas tenter les moines ; toutefois, il est sous-entendu que cet édit ne concerne que les créatures vertébrées domestiques, avec deux exceptions : les poules (pour les œufs, utilisés en cuisine et en peinture sacrée) et les chattes (pour chasser les rongeurs).
Le territoire de la République monastique est contigu à la municipalité grecque de Stagira-Akanthos, dont elle est séparée par une clôture d’environ neuf kilomètres de longueur. Siège du synode, la petite bourgade de Karyès en est le centre administratif : on y trouve des laïcs au service de la République."
1410,451460,Bruno Tertrais,"Bruno Tertrais est un politologue français né le 9 novembre 1962, spécialisé dans l'analyse géopolitique et stratégique. Il est actuellement directeur adjoint de la Fondation pour la recherche stratégique (FRS)."
